id,text,category
1021837,vacuno oberland carne picada kilo,
1021836,vacuno oberland carne picada kilo,
1106112,vacuno prodea molida 5% mg caja de 5 kilos,
1022393,vacuno - posta molida 3% grasa caja 20 k,
1119610,vacuno - carne molida corriente caja 20 k,
1106117,vacuno prodea juliana posta premium 08x08x6 caja de 5 kilos,
1023274,vacuno hitecsa carne 10 cm unidad,
1021831,vacuno bavaria molida extra 15% materia grasa kilo,
1369081,vacuno - carne molida corriente 6% mg 1 k,
1027879,vacuno al vacio sori posta molida fresca categoria v caja 20 kilos,
1027881,vacuno al vacio sori sobrecostilla molida caja 20 kilos,
1022149,vacuno al vacio nacional molida especial entera 1 kilo 20 k,
1384946,vacuno al vacio sori posta molida fresca 1 k,
965596,vacuno al vacio - molida corriente entera 1 k caja de 20 k,
968451,vacuno al vacio nacional molida especial entera 1 kilo cajas de 10 kilos,
1180918,cerdo prodea cubo pulpa pierna deshuesada (2 x 2) cm 1 kilo 10 unidades,
1106190,pollo bilbao pechuga pollo corte estofado  2  x  2  cm  x  1  kg 1  kg,
1180917,"pollo prodea pollo juliana de pechuga deshuesada (0,8 x 0,8 x 6) cm premium 1 kilo 5 unidades",
1031238,pollo ariztia carne molida 6 kilos ,
1106191,pollo bilbao pechuga  pollo  filetillo 1  kg,
1106189,pollo bilbao pechuga pollo congelada corte cubitos 1  x  1  cm 1 kg,
1021353,pollo - pechuga de pollo corte cubo  1 x 1cm x 1kg caja 20 k,
968971,vacuno san mateo cubo 1 x 1 caja 20 k,
968976,vacuno san mateo juliana 7 x 3 cms caja 20 k,
968970,vacuno san mateo corte baston 1 k caja 20 k,
1106207,vacuno bilbao sobrecostilla corte  tiras - juliana  7 x  3  cm congelada 1  kg,
1106208,"vacuno bilbao sobrecostilla congelada, corte  cubos 1  x  1  cm  x  1  kg 1  kg",
1180183,vacuno - carne  molida  4% mg congelada 1  kg ,
1021695,"vacuno winter carne molida congelada 250 gr caja 2,0 kg (8 unidades)",
1021697,"vacuno winter carne molida congelada 125 gr caja 2,0 kg (16 un de 125 gr)",
1171347,cerdo super cerdo lomo vetado 150 gramos  caja de 6 kilos aproximados,
1114980,"cerdo super cerdo pulpa pierna 900 gramos x 8 unidades  caja 7,2 kilos",
1111617,cerdo super cerdo pulpa pierna 59 cajas de 9 kilos aproximados,
1021042,"cerdo super cerdo pulpa pierna 59, caja de 27 a 30 k aprox",
965117,cerdo - costillar 1 k,
965121,cerdo - chuletas 1 k,
1021097,cerdo super cerdo pulpa paleta  fresca cajas de 22 kg aprox,
1021085,cerdo abaroa chuleta centro 160-200grs caja 5 kilos,
1021390,cerdo san mateo costillar marcado caja 20 kilos,
965152,cerdo - pulpa pierna deshuesada caja 22 k,
1021704,cerdo ag chuleta centro porcionada 1 kilo,
965128,cerdo - pulpa pierna congelado 1 k,
1021188,cerdo - prietas de  cerdo caja 20 k,
965150,cerdo - pulpa porcionada 200 grs caja 20 k,
965145,cerdo - lomo centro caja 20 k,
965125,cerdo - pulpa paleta 1 k,
965142,cerdo - chuleta vetada 200 grs caja 20 k,
1031243,cerdo montina chuleta de centro porcionada caja de 6 kilos app,
1031242,cerdo montina chuleta vetada porcionada caja de 6 kilos app,
1021043,cerdo super cerdo costillar 79 marcado congelado cajas de 20 a 23 kilos aproximados,
1182310,cerdo  cerdo lomo 25 kg,
965123,cerdo - lomo de cerdo nacional 1 k,
965139,cerdo - chuleta vetada porcionada 500 grs 8 unidades,
965153,"cerdo - chuleta vetada porcionada caja 7,5 k",
1021709,cerdo ag chuleta vetada porcionada 1 kilo,
1106186,"cerdo bilbao pulpa pierna corte estofado  , 2  x  2  cm 1  kg",
1354741,cerdo montina pulpa repasada caja de 9 k aprox,
1180376,cerdo - chuleta centro marinada 1 kilo,
1180380,cerdo - pulpa pierna rep marinada 1 kilo,
1172276,cerdo - chuleta vetada 200 grs 1  kg aprox,
1021086,cerdo abaroa chuleta vetada 160-200grs caja 5 kilos aprox,
1038753,cerdo super cerdo costillar cajas de 24 kilos app,
1255569,cerdo - lomo centro caja de 30 kilos,
1111616,cerdo super cerdo pernil mano fresco o congelado cajas de 22 kg aprox,
965122,cerdo - costillar porcionado 1 k,
1165730,cerdo  chuleta centro 160-200grs caja   5  kg,
1354739,cerdo montina costillar repasado caja de 7 k aprox,
1180186,cerdo - lomo  centro 1  kg,
1180184,cerdo - costillar  especial marcado 1 k,
1182615,cerdo - pulpa pierna  deshuesada  congelada 1  kg,
1180185,cerdo - pulpa pierna  deshuesada  congelada 1  kg,
1021095,cerdo super cerdo lomo centro 27 sin filete cajas de 25 a 27 kg aprox,
1106183,cerdo bilbao pulpa pierna  porcionada x  200   grs 1  kg,
1021710,cerdo nacional chuleta vetada porcionada 1 k,
1106182,cerdo bilbao chuleta  vetada x 200   grs 1  kg,
1038607,cerdo sori cerdo al vacio sori pulpa juliana 1 k,
1119331,cerdo sori chuleta centro al vacio 20 kilos,
965124,cerdo - pernil 1 k,
1343928,cerdo bavaria chuleta kassler (chuleta ahumada) 1 k,
1021821,cerdo bavaria chuleta ahumada sellada al vacio kilo,
965406,"cerdo - costillar 1,5 k unidad",
1021486,cerdo emporio aleman chuleta de centro de cerdo 1 k,
1021487,cerdo emporio aleman costillar de cerdo alinado 1 k,
1021488,cerdo emporio aleman costillar fresco de cerdo 1 k,
1106187,cerdo bilbao pulpa  cerdo  corte tiras  -juliana 1  kg,
1354740,cerdo montina lomo centro caja de 6 k aprox,
965405,cerdo - cazuela  1 k unidad,
1022043,cerdo bavaria pernil cocido entero con hueso sellado al vacio kilo,
1180378,cerdo - costillar rep marinado 1 kilo,
965147,cerdo - pierna repasada caja 20 k,
1023280,cerdo aldis pulpa caja 20 kilos,
1106195,cerdo bilbao filete de cerdo 1  kg,
965119,cerdo al vacio - lomito centro 1 k,
1038606,cerdo al vacio sori pavo al vacio sori juliana 1 k,
965305,cerdo al vacio - trozo pulpa deshuesada de 250 grs caja de 20 k,
965285,cerdo al vacio - chuleta centro entero 1 k caja de 20 k,
965286,cerdo al vacio - chuleta parrillera entero 1 k caja de 20 k,
965301,cerdo al vacio - pulpa deshuesada entero 1 k caja de 20 k,
965304,cerdo al vacio - trozo pulpa deshuesada de 200 grs caja de 20 k,
965120,cerdo al vacio - trozo pulpa deshuesada 1 k,
965290,cerdo al vacio - costillar con malaya de 300 grs caja de 20 k,
965306,cerdo al vacio - trozo pulpa deshuesada de 300 grs caja de 20 k,
1021084,cerdo al vacio abaroa costillar en mitades cala 10 kilos,
965294,cerdo al vacio - costillar sin malaya de 300 grs caja de 20 k,
965293,cerdo al vacio - costillar sin malaya de 200 grs caja de 20 k,
965295,cerdo al vacio - costillar sin malaya entero 1 k caja de 20 k,
965118,cerdo al vacio - biffe pulpa deshuesada 1 k,
965307,cerdo al vacio - trozo pulpa deshuesada de 350 grs caja de 20 k,
1021219,cerdo al vacio winter choricillo parrillero 1 k,
965281,cerdo al vacio - biffe pulpa deshuesada de 200 grs caja de 20 k,
965279,cerdo al vacio - biffe pulpa deshuesada de 100 grs caja de 20 k,
965280,cerdo al vacio - biffe pulpa deshuesada de 150 grs caja de 20 k,
965302,cerdo al vacio - trozo pulpa deshuesada de 100 grs caja de 20 k,
965282,cerdo al vacio - biffe pulpa deshuesada de 250 grs caja de 20 k,
1368998,cerdo al vacio - costillar 1 k,
965283,cerdo al vacio - biffe pulpa deshuesada de 300 grs caja de 20 k,
965291,cerdo al vacio - costillar sin malaya de 120 grs caja de 20 k,
1021093,"cerdo super cerdo chuleta vetada porcionada congelada cajas de 7,5 kilos aproximados",
1021094,"cerdo super cerdo chuleta centro congelada cajas de 7,5 kilos aproximados",
1165731,cerdo - chuleta centro congelada caja de 20 k,
965143,cerdo - chuleta vetada congelada 180 grs caja 20 k,
965396,"cerdo - chuleta vetada congelada cajas de 7,5 k",
1038751,cerdo super cerdo pulpa paleta congelada caja de 24 kilos app,
1182311,cerdo  cerdo pulpa deshuesada congelada 25 kg,
1106184,cerdo bilbao bife pulpa pierna congelado x  200  grs 1   kg x  200  grs,
1386580,cerdo - congelado chuleta centro porcionada 1 k 4 unidades,
1106188,"cerdo bilbao chuleta centro congelada, porcionada x 200  grs 1  kg",
1023157,cerdo - costillar de cerdo congelado 1 k,
1106185,"cerdo bilbao pulpa cerdo congelada, cortada cubos  1  x  1 1 kg",
1182616,cerdo - pulpa pierna  deshuesada  congelada 25 kg,
1341799,cerdo - chuleta centro porcionada congelada caja de 5 k,
1386585,cerdo - congelado chuleta vetada porcionada 1 k 4 unidades,
1341798,cerdo - chuleta vetada porcionada congelada caja de 5 k,
1180377,cerdo - chuleta vetada marinada 1 kilo,
967326,cabrita evercrisp caramelo 42 gr unidad,
967036,galleta costa crackelet 85 gr unidad,
967006,galleta costa crackelet 85 gr 35 unidades,
968340,galleta mckay american crackelet 75 gr unidad,
1028636,galleta costa crackelet 85 gr caja 24 unidades,
968333,galleta mckay american crackelet 75 gr 42 unidades,
1292718,galleta salada dos en uno selz cracker 54 g unidad,
967330,papa frita evercrisp corte americano libre de grasas trans 450 grs unidad,
1270055,papa frita marco polo corte americano 200 grs  unidad,
967705,papa frita kryzpo sabor original 40 grs 6 unidades,
967706,papa frita kryzpo sabor original 80 grs 24 unidades,
1021860,papa frita evercrisp lays corte americano 450 gramos 6 unidades,
967328,papa frita evercrisp corte americano libre de grasas trans 250 grs unidad,
967329,papa frita evercrisp corte americano libre de grasas trans 34 grs unidad,
1270056,papa frita marco polo casera 38 grs unidad,
967708,papa frita kryzpo sabor queso 40 grs 6 unidades,
1293632,papa frita marco polo 20 g 10 unidades,
1021551,papa frita tim corte americano 40 gr 40 unidades,
1021553,papa frita tim corte americano 18 gr 15 unidades,
1111876,papa frita lays stax sal 14x40 grs en tarro pack ,
968415,papa frita evercrisp lisas 18 grs 90 unidades,
1101679,papa frita kryzpo papas fritas kryzpo original  unidad ,
967327,papa frita evercrisp corte americano libre de grasas trans 120 grs unidad,
967707,papa frita kryzpo sabor pizza 40 grs 6 unidades,
1021552,papa frita tim corte americano 300 gr 4 unidades,
1021554,papa frita tim corte liso 300 gr 4 unidades,
1021858,papa frita evercrisp lays corte americano 250 gramos 8 unidades,
1022925,papa frita pringles papas fritas pringles original 14 x 137 grs 14x137 grs,
1021236,papa frita kryzpo sabor original 80 grs 8 x80 grs,
1111875,papa frita lays stax sal 14x140 grs en tarros pack,
1021239,papa frita kryzpo original 320 grs 8 x 320 grs,
967704,papa frita kryzpo sabor original 350 grs unidad,
1101592,papa frita pringles crema cebolla lata 139 gramos unidad,
1022926,papa frita pringles  papas fritas pringles original 12x37 grs 12x37 grs,
1021237,papa frita kryzpo sabor queso 80 grs 8 x 80 grs,
967709,papa frita kryzpo sabor queso 80 grs 24 unidades,
1021238,papa frita kryzpo original 160 grs 14 x 160 grs,
1180384,"papa frita - 4x2,5 - 12 mm 1 kilo",
1021240,papa frita kryzpo pizza 320 gr 8 x 320 gr,
968414,papa frita evercrisp corte americano 18 gr 90 unidades,
1021571,"pasta untable winter ave pimenton caja 2,0 kg (16 unidades de 125 gr)",
1023101,pasta untable llanquihue pasta jamon 125 grs unidad,
1270054,ramita marco polo saladas original 120 grs unidad,
967331,ramita evercrisp  queso mantecoso 270 grs unidad,
967334,ramita evercrisp  saladas original 270 grs unidad,
967332,ramita evercrisp  queso mantecoso 42 grs unidad,
967335,ramita evercrisp  saladas original 42 grs unidad,
1270053,ramita marco polo saladas original 42 grs unidad,
968416,ramita evercrisp  queso 30 gr 72 unidades,
1293633,ramita marco polo ramita queso 42 g 10 unidades,
1021555,ramita tim saladas 270 gr 15 unidades,
968417,ramita evercrisp salada 30 gr 72 unidades,
967333,ramita evercrisp  saladas original 120 grs unidad,
1021557,ramita tim queso 28 gr 80 unidades,
1021556,ramita tim saladas 28 gr 80 unidades,
1270081,snack marco polo mani salado 80 grs unidad,
1339653,snack nutrabien manzana deshidratada apple chips 22 gr unidad,
1270082,snack marco polo mani salado 25 grs unidad,
1021862,snack evercrisp mani con sal 100 gramos 36 unidades,
1270057,snack marco polo mix 45 grs unidad,
1234603,snack evercrips snack maiz inflado 350grs unidad,
1234604,snack tim maiz inflado 300 grs unidad,
967337,snack evercrisp mix 130 gr unidad,
1029047,snack dafood manzana chips  saco 140 unidades ,
1270059,snack marco polo mix 130 grs unidad,
1144933,snack tim snack mariachi 40grs 10 unidades,
1130088,snack nutrabien mani salado 48 unidades,
1021204,snack evercrisp doritos sabor queso libre de grasas trans 90 gr unidad,
1028482,"snack evercrisp snack mix salados  cheetos 130 grs, unidad",
1113013,snack evercrips twistos horneados mini tostaditos sabor jamon iberico 43 g,
967336,snack evercrisp gatolate 140 grs unidad,
1021300,snack evercrisp twistos mini tostaditos sabor 4 quesos 43 g,
1021861,snack evercrisp mani sin sal 100 gramos 36 unidades,
1022121,sufle tim pirimpo color 24 gr 50 unidades,
967338,sufle evercrisp cheetos papa 24 gr 84 unidades,
1021558,sufle tim queso 24 gr 50 unidades,
1021559,sufle tim queso 320 gr 4 unidades,
1022119,sufle tim pirimpo color 300 gr 4 unidades,
968286,comida instantanea maruchan sopa instantanea carne 64 gr 12 unidades,
968288,comida instantanea maruchan sopa instantanea pollo 64 gr 12 unidades,
968284,comida instantanea maruchan sopa instantanea camaron limon 64 gr 12 unidades,
968285,comida instantanea maruchan sopa instantanea camaron picante 64 gr 12 unidades,
968287,comida instantanea maruchan sopa instantanea carne asada 64 gr 12 unidades,
968283,comida instantanea maruchan sopa instantanea camaron 64 gr 12 unidades,
968294,"comida instantanea maruchan sopa instantanea, reducida en sodio, carne 64 gr 12 unidades",
968290,comida instantanea maruchan sopa instantanea queso 64 gr 12 unidades,
968292,comida instantanea maruchan sopa instantanea tomate pollo 64 gr 12 unidades,
968293,comida instantanea maruchan sopa instantanea vegetales 64 gr 12 unidades,
968295,comida instantanea maruchan sopa instantanea pollo asado 64 gr 12 unidades,
1343866,comida instantanea nissin sopa instantanea en vaso sabor carne 64 gr 12 unidades,
1343867,comida instantanea  sopa instantanea en vaso sabor camaron 64 gr 12 unidades,
1368984,comida instantanea nissin sopa sabor pollo 12 unidades,
1368985,comida instantanea nissin sopa sabor pollo con vegetales 64 gr 12 unidades,
1023240,comida instantanea maruchan sopa instantanea pollo 64 gr unidad,
1023242,comida instantanea maruchan sopa instantanea vegetales 64 gr unidad,
1022159,comida instantanea traverso sopa instantanea sabor camaron  65   grs 12 unidades,
1022165,comida instantanea traverso sopa instantanea de fideos sabor carne 65   grs 12 unidades,
1113085,comida instantanea bavaria porotos con riendas kilo,
1113135,comida instantanea bavaria lentejas con tocino kilo,
968289,comida instantanea maruchan sopa instantanea pollo cremoso 64 gr 12 unidades,
1292789,comida instantanea centauro porotos con tocino en lata 340 g caja de 12 unidades,
1292801,comida instantanea centauro ravioles con salsa en lata 340 g 12 unidades ,
1292802,comida instantanea centauro carbonada en lata 340 g caja de 12 unidades,
1292807,comida instantanea centauro lentejas con arroz en lata 340 g caja de 12 unidades,
1022221,fideo traverso 3 minutos pollo 65 gr  unidad,
1022219,fideo traverso 3 minutos  carne 65 gr unidad,
1022678,pure maggi papas 1 kg 6 unidades,
968210,pure maggi papas 2 k unidad,
967550,pure hoffmann formula completa 1 k unidad,
1035327,pure knorr pure de papas 2kg 2kg,
1027030,pure maggi de papas 2 kg 6 unidades,
1031698,pure macro food formula completa 1 k,
1031704,pure macro food escama 1 kg,
1242335,pure tkf instantaneo en escamas  2 kilos,
1110604,pure maggi pure de papas maggi  bolsa de 1 kilo en pack de 12 unidades,
967700,pure knorr papas 2 k unidad,
1111689,pure knorr de papas 2kg unidad,
968211,pure maggi papas 2 kg 6 unidades,
1028433,pure knorr de papas 1 kg unidad,
1113196,pure - formula completa 1 k,
1029034,pure macro food formula completa sabor finas hierbas 1 kg,
968213,pure maggi papas 250 gr 6 unidades,
967144,pure dafood de papas profesional  1 k,
1335178,pure lo mejor del campo de papas formula completa 1 k unidad,
1028432,pure hoffmann instantaneo sin agregar leche 1kg unidad,
1022937,pure alcafood formula completa 1 k 6 unidades,
967562,pure holfman papas instantaneo minutos 250 gr 18 unidades,
967146,pure dafood de papas profesional 2 k 5 unidades,
968168,pure macro food formula completa 1 k unidad,
1269127,pure macro food de papas en escama instantaneo sin leche saco 15 kg,
1269122,pure macro food de papas formula completa con leche saco 15 kg,
1036777,pure knorr papas 2 k 25 unidades,
1029032,pure macro food formula completa sabor merken 1 kg,
967553,pure hoffmann papas instantaneo sin leche saco 17 k,
1101312,pure dafood profesional con leche  bolsa de 1 kilo ,
968167,pure macro food en escamas 1 k unidad,
1113220,pure - escama (hojuela de papa) 1 k,
967142,pure dafood con leche (formula completa) 1 k,
967552,pure hoffmann papas instantaneo formula completa 250 gr 18 unidades,
967143,pure dafood con leche (formula completa) 2 k,
967561,pure holfman papas instantaneo minutos 1 k unidad,
1242334,pure tkf formula completa  1 kilo,
967645,pure ipal papas formula completa 1 k unidad,
1023139,pure prime papas 1 k 6 unidades,
1032736,pure maggi 2 kg caja 12 bolsas,
967701,pure knorr papas 250 gr unidad,
1021931,pure alcafood papas 125 gr 6 unidades,
1021364,pure gys formula completa 1 kilo 10 unidades,
1029056,pure dafood sin leche  saco 20 kilos ,
967121,pure dafood formula completa  20 k,
967560,pure holfman papas instantaneo minutos 1 k 6 unidades,
1021753,pure ag  de papas en escamas deshidratado  1 kilo,
1029690,pure macro food escama saco 20 kg,
1269125,pure macro food de papas formula completa con leche saco 25 kg,
1113106,"pure prime formula completa caja 6 kg, 6 bolsas de 1 kg c/u",
1029033,pure macro food formula completa sabor 4 quesos 1 kg,
1021932,pure alcafood papas 250 gr 6 unidades,
1113105,"pure prime pure tradicional caja 6 kilos, 6 bolsas de 1 kg c/u",
967554,pure hoffmann papas instantaneo sin leche saco 25 k,
1214840,pure macro food con leche saco 20 kg,
1165703,plato envasado nestle colado carne con verduras creciditos 215 grs pack 24 unidades,
1171341,"comida congelada super pollo mini cordon bleu 8 bolsas 397 gramos  cajas de 3,18 kilos aproximados",
1171342,"comida congelada super pollo fajitas de pollo 8 bolsas de 397 gramos caja 3,18 kilos aproximados",
1171349,comida congelada super pollo bastones de pollo empanizados bolsas 397 gramos caja 318 kilos,
1171331,comida congelada frutos del maipo base tomatican 400g - 30 unidades caja de 12 kilos,
1171333,comida congelada frutos del maipo base arvejado 30 unidades de 400 gramos caja de 12 kilos,
967400,comida congelada frutos del maipo humitas papel 150 gr 80 unidades,
1171345,"comida congelada la crianza tortilla de verduras 110 gramos caja de 28 unidades caja de 3,08 kilos ",
1171332,comida congelada frutos del maipo base carbonada 6 bolsas de 2 kilos caja 12 kilos,
1113173,comida congelada - pascualina individual jamon queso 14 cms aprox 310 grs caja pack 12 unidades,
1113176,comida congelada - pastel de choclo individual 330 grs unidad de venta caja pack 12 unidades,
1113183,comida congelada - quiche cocktail 18 unidades 612 grs surtidos 4 sabores caja pack 8 cajas,
1113185,comida congelada - albondigas de cocktail 640 grs 32 unids aprox por bolsa caja pack 12 bolsas,
1113171,comida congelada - pascualina individual pollo aceituna 14 cm aprox 310 gr caja pack 12 unidades,
1113180,comida congelada - canelloni bolognesa la picha 600 grs 2 porciones caja pack 10 unidades,
1023272,comida congelada hitecsa pino 100g unidad,
1113184,comida congelada - pastel de choclo cocktail 640 grs 16 unids unidad de venta caja pack 8 cajas,
1023271,comida congelada hitecsa queso 100g unidad,
1023269,comida congelada hitecsa jamon queso 100g unidad,
1343972,comida congelada frutos del maipo arrollado primavera caja de 100 unidades,
1144886,masa preparada la picha quiche individual jamon queso pack 12 unidades,
1314864,masa preparada - primavera arrollado 40 grs caja 100 unidades,
1034849,alfajor nutrabien alfajor chileno 45 grs 21 unidades,
968617,alfajor nutrabien delicia de frambuesa 42 gr display 24 unidades,
1021878,alfajor calaf clasico sabor dulce de leche pack de 9 unidades,
1023057,alfajor calaf premium banado en chocolate 60 gr estuche 12 unidades,
1021165,alfajor nevares mini torta 80 grs 24,
1271808,alfajor nevares game 3 capas 60 grs 48 unidades,
1021164,alfajor game alfajor 60 grs 24 uds,
1130083,alfajor nutrabien chileno 42 unidades,
1023067,alfajor calaf banado en chocolate 35 gr estuche 18 unidades,
1021262,alfajor game banado de chocolate tres capas 60 grs display 24 unidades,
968618,alfajor nutrabien banado en chocolate 35 gr unidad,
1271811,alfajor arcor bon o bon 40 grs 40 unidades,
1332431,alfajor fruna panchito 40 gr 20 unidades,
1271789,alfajor lagos del sur tradicional 45 grs 12 unidades,
966142,caramelo ambrosoli frugele citric 350 grs unidad,
966172,caramelo ambrosoli gomita frugele 430 gr unidad,
966168,caramelo ambrosoli arbolito 860 gr unidad,
966161,caramelo ambrosoli yogueta surtido 360 gr caja 20 bolsas,
966165,caramelo ambrosoli arbolito 110 gr unidad,
1039171,caramelo ambrosoli arbolito 430 gramos bolsa 100 unidades,
1039172,caramelo ambrosoli arbolito 860 gramos bolsa,
1290339,caramelo dos en uno turron de mani  56 unidades,
967251,caramelo dos en uno turron de mani 45 gr 28 unidades,
966166,caramelo ambrosoli arbolito 430 gr unidad,
966173,caramelo ambrosoli leche krem 430 gr unidad,
966159,caramelo ambrosoli toffee surtido 450 gr caja 12 bolsas,
966182,caramelo ambrosoli toffee surtido 450 gr unidad,
966184,caramelo ambrosoli yogueta surtido 360 gr unidad,
966160,caramelo ambrosoli gomitas loop 30 gr caja 120 unidades,
966158,caramelo ambrosoli toffee leche 450 gr caja 12 bolsas,
966176,caramelo ambrosoli pin pop party 504 gr unidad,
966183,caramelo ambrosoli yogueta juicy 360 gr unidad,
966171,caramelo ambrosoli flor menta 430 gr unidad,
966181,caramelo ambrosoli toffee surtido 130 gr unidad,
966149,caramelo ambrosoli gomitas caliptus 30 gr 20 unidades,
966174,caramelo ambrosoli masticandy 450 gr unidad,
966164,caramelo ambrosoli anis 430 gr unidad,
1153133,caramelo ambrosoli anis 430 gr unidad,
966178,caramelo ambrosoli toffee leche 450 gr unidad,
966180,caramelo ambrosoli toffee surtido 1 k unidad,
1023089,caramelo calaf suny 400 gr caja 5 bolsas,
966179,caramelo ambrosoli toffee mint 1 k unidad,
966167,caramelo ambrosoli arbolito 450 gr unidad,
966170,caramelo ambrosoli butter krem 430 gr unidad,
1164600,caramelo ambrosoli dulce 110 grs arbolito paquete 24 unidades   pack ,
1152692,caramelo ambrosoli pin pop surtido 18 gr 24 uniaddes,
1152687,caramelo ambrosoli amberries 25 gr caja de 20 bolsitas,
1163503,caramelo ambrosoli mentitas 27 gr 24 unidades,
966175,caramelo ambrosoli menta choc 430 gr unidad,
1163504,caramelo ambrosoli mentitas zero 21 gr 24 unidades,
1163502,"caramelo ambrosoli cri cri masticrunch 16,2 gr 20 unidades",
1152688,caramelo ambrosoli yogueta surtido frutal  18gr 20 unidades,
1021902,caramelo dos en uno masticable candi bolsa de 400gr pack de 3 bolsas,
1164595,caramelo ambrosoli dulce 430 g arbolito 12 unidades  paquete,
966162,caramelo ambrosoli toffee surtido 1 k caja 6 bolsas,
1152689,caramelo ambrosoli gomitas loop 30 gr caja 20 bolsas,
1152690,caramelo ambrosoli ambrosito 25 gr caja de 20 bolsitas,
1037680,caramelo kids navidad  bolsa,
1111581,caramelo ambrosoli caramelo menta unidad,
966294,caramelo arcor alka menthol 450 gr unidad,
1163501,caramelo ambrosoli full 27 gr 30 unidades,
1111580,caramelo ambrosoli caramelo paleta unidad,
966169,caramelo ambrosoli blue mint 430 gr unidad,
1152691,caramelo ambrosoli flipy 25 gr caja de 20 bolsitas,
1022153,caramelo ambrosoli regalo corporativo 1 toffe en sachet 6x4 mm impreso 4 colores fondo color unidad,
1022102,caramelo ambrosoli regalo corporativo gomita  frugele impresion hasta 2 colores unidad,
1022111,caramelo ambrosoli regalo corporativo gomita  frugele impresion hasta 4 colores unidad,
1039158,chicle bigtime aqua 11 gramos caja 20 unidades,
1039159,chicle bigtime cool mint 11 gramos caja 20 unidades,
1039160,chicle bigtime strong 11 gramos caja 20 unidades,
1181432,chicle bigtime menta 11 gramos caja 20 unidades,
1171526,chicle grosso  tuti-fruti  100 unidades,
1171527,chicle grosso sandia 100 unidades,
1153131,chicle bigtime aqua  20 unidades ,
1171528,"chicle grosso spearmint, menta 100 unidades",
1037646,chicle bigtime pag unidad,
1039258,chocolate nestle sahne nuss barrita 14 gramos  20x14 gr,
966990,chocolate costa picnic 28 gr 30 unidades,
1181434,chocolate almifrut en polvo dulce 1 kilo unidad,
1027033,chocolate nestle super 8 24 unidades,
968360,chocolate milky way funsize 6 unidades,
968347,chocolate mckay trencito impulsivo  displey 20 x 14 grs,
966146,chocolate ambrosoli orly naranja 120 gr 15 unidades,
967066,chocolate costa costanuss 250 gr unidad,
1086455,chocolate nestle sanhe nuss 100 grs 14 unidades,
967021,chocolate costa bombon carezza 210 gr unidad,
966147,chocolate ambrosoli orly trufa 120 gr 15 unidades,
966144,chocolate ambrosoli orly frutilla 120 gr 15 unidades,
966145,chocolate ambrosoli orly menta 120 gr 15 unidades,
966185,chocolate ambrosoli bombon coquet surtido 312 gr unidad,
967065,chocolate costa costanuss 160 gr unidad,
967027,chocolate costa vizzio costa 144 gr unidad,
966292,chocolate arcor bon o bon blanco 17 gr  30 unidades,
966293,chocolate arcor bon o bon tradicional 17 gr caja de 30 unidades,
968346,chocolate mckay sahne nuss barra  75 grs,
966975,chocolate costa mecano frutilla 32 gr 24 unidades,
967594,chocolate hucke trencito 14 gr 20 unidades,
966969,chocolate costa milk 30 gr 20 unidades,
966153,chocolate ambrosoli cerezas al cognac 15 gr 24 unidades,
968530,chocolate nestle trencito 150 gr 14 unidades,
967011,chocolate costa leblon 21 gr 60 unidades,
966963,chocolate costa nuss 250 gr 15 unidades,
966157,chocolate ambrosoli los tres negritos 24 gr 24 unidades,
966154,chocolate ambrosoli golazo 27 gr 24 unidades,
966962,chocolate costa lenguita gato snack 40 gr 15 unidades,
966974,chocolate costa mecano almendra 31 gr 24 unidades,
1021359,chocolate costa cobertura de leche 1 kilo caja 10 unidades,
1021451,chocolate caribe disco cobertura dark unidad,
1021338,chocolate master martini cobertura de leche 1 k 10 unidades,
1021452,chocolate caribe disco cobertura blanco unidad,
967024,chocolate costa cobertura de leche 1 k unidad,
1023322,chocolate costa cobertura de leche 1 k unidad,
967026,"chocolate costa vizzio 45 bombon 9,6 gr unidad",
967270,chocolate dos en uno bombon privilegio 48 unidades,
967023,chocolate costa cobertura blanca 1 k unidad,
1023321,chocolate costa cobertura blanca 1 k unidad,
968545,chocolate nestle sahne nuss 35 gr 30 unidades,
966186,chocolate ambrosoli bombones orly twist 200 gr unidad,
968349,chocolate mckay trencito  displey 30x 30 grs,
967068,chocolate costa leblon 21 gr unidad,
968536,chocolate nestle sahne nuss 250 gr 15 unidades,
966511,chocolate capri almendra 38 gr 24 unidades,
967595,chocolate hucke trencito 30 gr 30 unidades,
1171529,chocolate arcor golpe 36 gr 30 unidades,
1021448,chocolate caribe disco cobertura leche unidad,
1021339,chocolate master martini cobertura blanca 1 k 10 unidades,
1271810,chocolate arcor golpe 36 grs 60 unidades,
1021337,chocolate master martini cobertura semi-amarga 1k 10 unidades,
1171530,chocolate ambrosoli loly choc tradicional 24 unidades,
1293638,chocolate costa rolls nuts 170 g 3 unidades,
1293639,chocolate costa rolls blanco 140 g 3 unidades,
1258152,chocolate ecuacoffe amargo cocoa 25 kilos saco ,
968345,chocolate mckay sahne nuss barra 35 gr,
966156,chocolate ambrosoli loly choc navidad  24 unidades,
966953,chocolate costa vizzio 80 gr 10 unidades,
1270263,chocolate arcor hobby nougat mani 40gr unidad,
1038609,chocolate arcor hobby nougat mani 40gr 22 unidades,
1110710,chocolate arcor sobre caja de 30 unidades,
968748,chocolate privilegio privilegio manjar 30 gr 24 unidades,
1040982,chocolate snickers barra 527 gr unidad,
