id,text,category,conf,envase,marca,modelo,tp,medida bolsa (bolsa),medida lt (litro),medida tableta (tableta),medida un (unidad1),medida un2 (unidad2),light,medida gr (gramo),sabor,alvacio,marinado,tamaño
1455442,LECHE EN POLVO DESCREMADA COLUN INSTANTANEA BOLSA 300 G UNIDAD,Leche en polvo,99.0,bolsa,colun,instantanea,leche en polvo descremada,1,,,,,,300.0,,,,
1455473,LECHE EN POLVO DESCREMADA COLUN INSTANTANEA BOLSA 400 G UNIDAD,Leche en polvo,99.0,bolsa,colun,instantanea,leche en polvo descremada,1,,,,,,400.0,,,,
1455452,LECHE EN POLVO DESCREMADA COLUN INSTANTANEA BOLSA 600 G UNIDAD,Leche en polvo,99.0,bolsa,colun,instantanea,leche en polvo descremada,1,,,,,,600.0,,,,
1455492,LECHE EN POLVO DESCREMADA COLUN INSTANTANEA BOLSA 900 G UNIDAD,Leche en polvo,99.0,bolsa,colun,instantanea,leche en polvo descremada,1,,,,,,900.0,,,,
1477522,HAMBURGUESA POLLO CONGELADA PROCARNE SACHET 100 G UNIDAD,Hamburguezas Y Churrascos,99.0,sachet,procarne,,hamburguesa pollo congelada,,,,,,,100.0,,,,
1454152,ACETO BALSAMICO KARDAMILI BOTELLA 250 ML UNIDAD,Vinagres Y Sucedáneos,99.0,botella,kardamili,,aceto balsamico,,0.25,,,,,,,,,
1488307,PISTACHO MILLANTU SALADOS BOLSA 150 G UNIDAD,Cóctel,99.0,bolsa,millantu,salados,pistacho,1,,,,,,150.0,,,,
1459803,ARVEJA CONGELADA FRUTOS DEL MAIPO BOLSA 500 G UNIDAD,Frutas Y Verduras Congeladas,99.0,bolsa,frutos del maipo,,arveja congelada,1,,,,,,500.0,,,,
1453433,BEBIDA LIGHT SEVEN UP BOTELLA  2 L  UNIDAD,Bebidas,99.0,botella,seven up,,bebida light,,2.0,,,,,,,,,
1476044,PAPAS DUQUESA MINUTO VERDE BOLSA 500 G UNIDAD,Frutas Y Verduras Congeladas,99.0,bolsa,minuto verde,,papas duquesa,1,,,,,,500.0,,,,
1453454,BEBIDA LIGHT SEVEN UP BOTELLA  3 L  UNIDAD,Bebidas,99.0,botella,seven up,,bebida light,,3.0,,,,,,,,,
1476047,PAPAS DUQUESA MINUTO VERDE BOLSA 1K UNIDAD,Frutas Y Verduras Congeladas,99.0,bolsa,minuto verde,,papas duquesa,1,,,,,,,,,,
1440254,TE LIPTON NEGRO ROYAL CEYLON CAJA 20 BOLSAS UNIDAD,"Té, Café ",99.0,caja,lipton,,te,,,,,,,,,,,
1479237,VERDURA CONSERVA GHOSH PIMENTON MORRON ENTERO TARRO 780 G UNIDAD,Conservas,99.0,tarro,ghosh,pimenton morron entero,verdura conserva,,,,,,,780.0,,,,
1479250,VERDURA CONSERVA GHOSH ARVEJAS TARRO 425 G UNIDAD,Conservas,99.0,tarro,ghosh,arvejas,verdura conserva,,,,,,,425.0,,,,
1478982,VERDURA CONSERVA GHOSH PALMITOS ENTEROS TARRO 400 G UNIDAD,Conservas,99.0,tarro,ghosh,palmitos enteros,verdura conserva,,,,,,,400.0,,,,
1492216,BEBIDA LIGHT CANADA DRY GINGER ALE BOTELLA 3 L  UNIDAD,Bebidas,99.0,botella,canada dry,ginger ale,bebida light,,3.0,,,,,,,,,
1492158,BEBIDA LIGHT CANADA DRY GINGER ALE LATA 350 CC UNIDAD,Bebidas,99.0,lata,canada dry,ginger ale,bebida light,,0.35000000000000003,,,,,,,,,
1479012,VERDURA CONSERVA GHOSH PALMITOS ENTEROS TARRO 800 G UNIDAD,Conservas,99.0,tarro,ghosh,palmitos enteros,verdura conserva,,,,,,,800.0,,,,
1479027,VERDURA CONSERVA GHOSH PALMITOS EN MITADES TARRO 800 G UNIDAD,Conservas,99.0,tarro,ghosh,palmitos en mitades,verdura conserva,,,,,,,800.0,,,,
1496863,BEBIDA LIGHT COCA-COLA BOTELLA 1 L  UNIDAD,Bebidas,99.0,botella,coca-cola,,bebida light,,1.0,,,,,,,,,
1460232,CHURRASCO VACUNO CONGELADO KARMAC SACHET 120 G UNIDAD,Hamburguezas Y Churrascos,99.0,sachet,karmac,,churrasco vacuno congelado,,,,,,,120.0,,,,
1449439,PATE CASTILLO TERNERA EMBUTIDO 100 G UNIDAD,Fiambrería,99.0,,castillo,ternera; ternera embutido,pate,,,,,,,100.0,,,,
1506762,QUESO FRESCO LOS TILOS BOLSA 350 G UNIDAD,Derivados De Lácteos,99.0,bolsa,los tilos,,queso fresco,1,,,,,,350.0,,,,
1475744,ARVEJA CONGELADA MINUTO VERDE BOLSA 500 G UNIDAD,Frutas Y Verduras Congeladas,99.0,bolsa,minuto verde,,arveja congelada,1,,,,,,500.0,,,,
1479042,VERDURA CONSERVA GHOSH CHAMPIÑONES ENTEROS TARRO 184 G UNIDAD,Conservas,99.0,tarro,ghosh,,verdura conserva,,,,,,,184.0,,,,
1479177,VERDURA CONSERVA GHOSH CHOCLO EN GRANOS TARRO 2840 G UNIDAD,Conservas,99.0,tarro,ghosh,choclo en granos,verdura conserva,,,,,,,2840.0,,,,
1479132,VERDURA CONSERVA GHOSH SURTIDO DE VEGETALES TARRO 425 G UNIDAD,Conservas,99.0,tarro,ghosh,surtido; surtido de vegetales,verdura conserva,,,,,,,425.0,,,,
1479197,VERDURA CONSERVA GHOSH FONDOS DE ALCACHOFAS TARRO 410 G UNIDAD,Conservas,99.0,tarro,ghosh,fondos de alcachofas,verdura conserva,,,,,,,410.0,,,,
1428910,BEBIDA LIGHT PEPSI LATA 310 CC UNIDAD,Bebidas,99.0,lata,pepsi,,bebida light,,0.31,,,,,,,,,
1428915,BEBIDA LIGHT PEPSI BOTELLA 500 CC UNIDAD,Bebidas,99.0,botella,pepsi,,bebida light,,0.5,,,,,,,,,
1449139,LECHE EN POLVO DESCREMADA SVELTY HUESOS CALCILOCK BOLSA 350 G UNIDAD,Leche en polvo,99.0,bolsa,svelty,huesos calcilock,leche en polvo descremada,1,,,,,,350.0,,,,
1432866,MANI ALMIFRUT SALADO BOLSA 1K UNIDAD,Frutos Secos,99.0,bolsa,almifrut,salado,mani,1,,,,,,,,,,
1459716,POSTA ROSADA CERDO  SUPER CERDO AL VACIO 900 G UNIDAD,Cerdo ,99.0,,super cerdo,,,,,,,,,900.0,,al vacio,,
1459468,LOMO CENTRO CERDO  SUPER CERDO MEDALLÓN FINAS HIERBAS BANDEJA 700 G UNIDAD,Cerdo ,99.0,bandeja,super cerdo,centro; lomo,,,,,,,,700.0,,,,
1476633,LECHE EN POLVO DESCREMADA CALO INSTANTANEA BOLSA 800 G UNIDAD,Leche en polvo,99.0,bolsa,calo,instantanea,leche en polvo descremada,1,,,,,,800.0,,,,
1439769,LECHE EN POLVO DESCREMADA NIDO CRECE LIGHT INSTANTANEA TARRO 620 G UNIDAD,Leche en polvo,99.0,tarro,nido,crece light instantanea; instantanea,leche en polvo descremada,,,,,,,620.0,,,,
1479260,MASA PIZZA  CENA FAMILIAR  BOLSA 250 G UNIDAD,Masas Y Tortillas,99.0,bolsa,cena,familiar,,1,,,,,,250.0,,,,
1493956,PURE INSTANTANEO ALCAFOOD CUATRO QUESOS CAJA 125 G UNIDAD,Comida Instantánea,99.0,caja,alcafood,cuatro quesos,pure instantaneo,,,,,,,125.0,,,,
1493983,PURE INSTANTANEO ALCAFOOD TRADICIONAL CAJA 250 G UNIDAD,Comida Instantánea,99.0,caja,alcafood,tradicional,pure instantaneo,,,,,,,250.0,,,,
1488138,ALMENDRA MILLANTU SALADA BOLSA 80 G UNIDAD,Frutos Secos,99.0,bolsa,millantu,salada,almendra,1,,,,,,80.0,,,,
1507641,SOPAIPILLAS CONGELADAS TACOS BANDEJA 304 G UNIDAD,Masas Congeladas y Refrigeradas,99.0,bandeja,tacos,,sopaipillas congeladas,,,,,,,304.0,,,,
1507654,SOPAIPILLAS CONGELADAS TACOS BANDEJA 30 UN 300 G UNIDAD,Masas Congeladas y Refrigeradas,99.0,bandeja,tacos,,sopaipillas congeladas,,,,30.0,,,300.0,,,,
1488173,AVELLANA MILLANTU SALADA BOLSA 120 G UNIDAD,Frutos Secos,99.0,bolsa,millantu,salada,avellana,1,,,,,,120.0,,,,
1488187,AVELLANA MILLANTU SIN SAL BOLSA 120 G UNIDAD,Frutos Secos,99.0,bolsa,millantu,,avellana,1,,,,,sin sal,120.0,,,,
1436671,PURE INSTANTANEO MALLOA CAJA 250 G UNIDAD,Comida Instantánea,99.0,caja,malloa,,pure instantaneo,,,,,,,250.0,,,,
1450839,PURE INSTANTANEO HOFFMANN CAJA 250 G UNIDAD,Comida Instantánea,99.0,caja,hoffmann,,pure instantaneo,,,,,,,250.0,,,,
1428945,BEBIDA LIGHT PEPSI BOTELLA 2 L  UNIDAD,Bebidas,99.0,botella,pepsi,,bebida light,,2.0,,,,,,,,,
1492174,BEBIDA LIGHT CANADA DRY GINGER ALE LATA 310 CC UNIDAD,Bebidas,99.0,lata,canada dry,ginger ale,bebida light,,0.31,,,,,,,,,
1496599,MARISCO CONSERVA AL AGUA ANGELMO CARACOLES DE MAR CAJA 190 G UNIDAD,Conservas,99.0,caja,angelmo,caracoles de mar,marisco conserva al agua,,,,,,,190.0,,,,
1438407,LECHE EN POLVO DESCREMADA MACRO FOOD 0% GRASA BOLSA 1 K UNIDAD,Leche en polvo,99.0,bolsa,macro food,,leche en polvo descremada,1,,,,,,,,,,
1428987,"BEBIDA LIGHT PEPSI BOTELLA RETORNABLE 2,5 L  UNIDAD",Bebidas,99.0,botella; botella retornable,pepsi,,bebida light,,2.5,,,,,,,,,
1508982,YOGURT CON FRUTA ACTIVIA PULPA MORA POTE 120 G UNIDAD,Yogurt,99.0,pote,activia,pulpa,yogurt con fruta,,,,,,,120.0,mora,,,
1450104,LEVADURA COLLICO SECA BOLSA 250 G UNIDAD,Harinas Y Féculas,99.0,bolsa,collico,seca,levadura,1,,,,,,250.0,,,,
1509018,YOGURT CON FRUTA ACTIVIA FIBRAS FIBRAMIX POTE 120 G UNIDAD,Yogurt,99.0,pote,activia,fibras fibramix,yogurt con fruta,,,,,,,120.0,,,,
1508989,YOGURT CON FRUTA ACTIVIA PULPA FRUTILLA POTE 120 G UNIDAD,Yogurt,99.0,pote,activia,pulpa,yogurt con fruta,,,,,,,120.0,frutilla,,,
1509012,YOGURT CON FRUTA ACTIVIA PULPA CIRUELA POTE 120 G UNIDAD,Yogurt,99.0,pote,activia,pulpa; pulpa ciruela,yogurt con fruta,,,,,,,120.0,,,,
1503732,JAMON CERDO RECETA DEL ABUELO ARTESANAL LAMINADO AL VACIO 250 G UNIDAD,Fiambrería,99.0,,receta del abuelo,artesanal; artesanal laminado al vacio; cerdo; jamon,jamon cerdo,,,,,,,250.0,,,,
1503742,JAMON CERDO RECETA DEL ABUELO PIERNA LAMINADO DISPLAY 250 G UNIDAD,Fiambrería,99.0,display,receta del abuelo,cerdo; jamon; pierna; pierna laminado,jamon cerdo,,,,,,,250.0,,,,
1503817,JAMON CERDO RECETA DEL ABUELO PIERNA ARTESANAL GRADO 1 PIEZA 3K UNIDAD,Fiambrería,99.0,pieza,receta del abuelo,artesanal; cerdo; jamon; pierna; pierna artesanal grado 1,jamon cerdo,,,,,,,,,,,
1503762,JAMON CERDO RECETA DEL ABUELO ARTESANAL PIERNA CORTE PLUMA DISPLAY 125 G UNIDAD,Fiambrería,99.0,display,receta del abuelo,artesanal; artesanal pierna corte pluma; cerdo; jamon; pierna,jamon cerdo,,,,,,,125.0,,,,
1476605,LECHE EN POLVO DESCREMADA CALO INSTANTANEA BOLSA 400 G UNIDAD,Leche en polvo,99.0,bolsa,calo,instantanea,leche en polvo descremada,1,,,,,,400.0,,,,
1476650,LECHE EN POLVO DESCREMADA CALO EXTRA CALCIO BOLSA 400 G UNIDAD,Leche en polvo,99.0,bolsa,calo,extra calcio,leche en polvo descremada,1,,,,,,400.0,,,,
1506739,QUESO CREMOSO LA VACA QUE RIE LIGHT CAJA 140 G UNIDAD,Derivados De Lácteos,99.0,caja,la vaca que rie,,queso cremoso,,,,,,light,140.0,,,,
1506664,QUESO CREMOSO LA VACA QUE RIE CAJA 128 G UNIDAD,Derivados De Lácteos,99.0,caja,la vaca que rie,,queso cremoso,,,,,,,128.0,,,,
1506657,QUESO CREMOSO LA VACA QUE RIE UNTABLE CON PALITOS CAJA 140 G UNIDAD,Derivados De Lácteos,99.0,caja,la vaca que rie,untable; untable con palitos,queso cremoso,,,,,,,140.0,,,,
1474268,TRUTRO ALA PAVO CONGELADO  SIN MARINAR BOLSA 1K UNIDAD,Pavo Congelado,99.0,bolsa,,,trutro ala pavo congelado,1,,,,,,,,,sin marinar,
1449132,LECHE EN POLVO DESCREMADA SVELTY HUESOS CALCILOCK TARRO 650 G UNIDAD,Leche en polvo,99.0,tarro,svelty,huesos calcilock,leche en polvo descremada,,,,,,,650.0,,,,
1432880,MANI ALMIFRUT TOSTADO BOLSA 1K UNIDAD,Frutos Secos,99.0,bolsa,almifrut,tostado,mani,1,,,,,,,,,,
1440570,LECHE EN POLVO DESCREMADA REGIMEL BOLSA 800 G UNIDAD,Leche en polvo,99.0,bolsa,regimel,,leche en polvo descremada,1,,,,,,800.0,,,,
1480089,"PAPAS PRE-FRITAS SAN JORGE BOLSA 2,5K UNIDAD",Frutas Y Verduras Congeladas,99.0,bolsa,san jorge,,papas pre-fritas,1,,,,,,,,,,
1459483,LOMO CENTRO CERDO  SUPER CERDO MEDALLÓN THAI BANDEJA 700 G UNIDAD,Cerdo ,99.0,bandeja,super cerdo,centro; lomo,,,,,,,,700.0,,,,
1440596,LECHE LIQUIDA DESCREMADA REGIMEL NATURAL CAJA 200 ML UNIDAD,Leche líquida,99.0,caja,regimel,,leche liquida descremada,,0.2,,,,descremada,,natural,,,
1503717,JAIBA CONGELADA MAR VERDE CARNE PRECOCIDA BANDEJA 250 G UNIDAD,Pescados Y Mariscos Congelados,99.0,bandeja,mar verde,carne; carne precocida; precocida,jaiba congelada,,,,,,,250.0,,,,
1485186,PECHUGA DESHUESADA POLLO ARIZTIA MARINADA BANDEJA 900 G UNIDAD,Pollo ,99.0,bandeja,ariztia,,pechuga deshuesada pollo,,,,,,,900.0,,,marinada,
1489875,QUESO LAMINADO RUMAY BOLSA 2 K UNIDAD,Derivados De Lácteos,99.0,bolsa,rumay,,queso laminado,1,,,,,,,,,,
1501882,COUS COUS DIVELLA CAJA 500 G UNIDAD,Semillas Y Cereales,99.0,caja,divella,,cous cous,,,,,,,500.0,,,,
1455139,QUESO LAMINADO WINTER CHANCO DISPLAY 1 K UNIDAD,Derivados De Lácteos,99.0,display,winter,chanco,queso laminado,,,,,,,,,,,
1451068,BEBIDA NORMAL FANTA BOTELLA RETORNABLE 3 L  UNIDAD,Bebidas,99.0,botella; botella retornable,fanta,,bebida normal,,3.0,,,,,,,,,
1488155,ALMENDRA MILLANTU MIEL BOLSA 100 G UNIDAD,Frutos Secos,99.0,bolsa,millantu,miel,almendra,1,,,,,,100.0,,,,
1491462,"POLLO EN TIRAS CONGELADO SAN MATEO BASTON 1,5 X 7 CM BOLSA 1K UNIDAD",Carnes Procesadas Congeladas,99.0,bolsa,san mateo,,pollo en tiras congelado,1,,,,,,,,,,
1501017,CAMARON CONGELADO CUISINE & CO COCIDO CON CASCARA 51-60 BOLSA 500 G UNIDAD,Pescados Y Mariscos Congelados,99.0,bolsa,cuisine & co,,camaron congelado,1,,,,,,500.0,,,,
1459938,PAPAS DUQUESA FRUTOS DEL MAIPO BOLSA 1K UNIDAD,Frutas Y Verduras Congeladas,99.0,bolsa,frutos del maipo,,papas duquesa,1,,,,,,,,,,
1506395,POUCH DE CARNE DE VACUNO COMERCIALIZADORA ANDINA MOLIDA 500 G UNIDAD,Pouches,99.0,,comercializadora andina,molida,pouch de carne de vacuno,,,,,,,500.0,,,,
1506379,POUCH DE CARNE DE VACUNO COMERCIALIZADORA ANDINA MOLIDA 1K UNIDAD,Pouches,99.0,,comercializadora andina,molida,pouch de carne de vacuno,,,,,,,,,,,
1506409,POUCH DE CARNE DE VACUNO COMERCIALIZADORA ANDINA MOLIDA 320 G UNIDAD,Pouches,99.0,,comercializadora andina,molida,pouch de carne de vacuno,,,,,,,320.0,,,,
1506334,POUCH DE CARNE DE VACUNO COMERCIALIZADORA ANDINA CUBO 1K UNIDAD,Pouches,99.0,,comercializadora andina,cubo,pouch de carne de vacuno,,,,,,,,,,,
1441243,COMINO MARCO POLO ENTERO BOLSA 15 G UNIDAD,Salsas Y Condimentos,99.0,bolsa,marco polo,entero,comino,1,,,,,,15.0,,,,
1507542,SALMON CONGELADO MAR VERDE FILETE BOLSA 500 G UNIDAD,Pescados Y Mariscos Congelados,99.0,bolsa,mar verde,filete,salmon congelado,1,,,,,,500.0,,,,
1499959,HARINA SIN POLVOS CISNE SACO 50K UNIDAD,Harinas Y Féculas,99.0,saco,cisne,,harina sin polvos,,,,,,,,,,,
1491499,"VACUNO EN CUBO CONGELADO SAN MATEO 1,5 CM BOLSA 250 G UNIDAD",Carnes Procesadas Congeladas,99.0,bolsa,san mateo,,vacuno en cubo congelado,1,,,,,,250.0,,,,
1491492,"VACUNO EN CUBO CONGELADO SAN MATEO 1,5 CM BOLSA 1K UNIDAD",Carnes Procesadas Congeladas,99.0,bolsa,san mateo,,vacuno en cubo congelado,1,,,,,,,,,,
1491522,"VACUNO EN CUBO CONGELADO SAN MATEO 1,5 CM BOLSA 500 G UNIDAD",Carnes Procesadas Congeladas,99.0,bolsa,san mateo,,vacuno en cubo congelado,1,,,,,,500.0,,,,
1491477,"VACUNO EN CUBO CONGELADO SAN MATEO  GOULASH 2,5CM X 2,5CM X 1,5 CM BOLSA 1K UNIDAD",Carnes Procesadas Congeladas,99.0,bolsa,san mateo,,vacuno en cubo congelado,1,,,,,,,,,,
1501821,CORTE LOMO LISO DAILY BEEF AL VACIO 1K UNIDAD,Vacuno ,99.0,,daily beef,,corte lomo liso,,,,,,,,,al vacio,,
1479162,VERDURA CONSERVA GHOSH CHOCLO EN GRANOS TARRO 425 G UNIDAD,Conservas,99.0,tarro,ghosh,choclo en granos,verdura conserva,,,,,,,425.0,,,,
1469089,MASA PIZZETA  BOLSA (6UND) UNIDAD,Masas Y Tortillas,99.0,bolsa,,,,1,,,,,,,,,,
1444267,COUS COUS TALLIANI BOLSA 500 G UNIDAD,Semillas Y Cereales,99.0,bolsa,talliani,,cous cous,1,,,,,,500.0,,,,
1503694,JAIBA CONGELADA ROMERO CARNE BOLSA 250 G UNIDAD,Pescados Y Mariscos Congelados,99.0,bolsa,romero,carne,jaiba congelada,1,,,,,,250.0,,,,
1459017,"PECHUGA DESHUESADA PAVO CONGELADA SOPRAVAL MARINADA BOLSA  2,2K APROX. UNIDAD",Pavo Congelado,99.0,bolsa,sopraval,,pechuga deshuesada pavo congelada,1,,,,,,,,,marinada,
1470907,PAVO ENTERO CONGELADO  MEDIANO 3K A 5K BOLSA UNIDAD,Pavo Congelado,99.0,bolsa,,,pavo entero congelado,1,,,,,,,,,,
1492777,JAMON CERDO AG ACARAMELADO LAMINADO DISPLAY 1K UNIDAD,Fiambrería,99.0,display,ag,acaramelado; acaramelado laminado; cerdo; jamon,jamon cerdo,,,,,,,,,,,
1492759,JAMON CERDO AG SANDWICH LAMINADO DISPLAY 1K UNIDAD,Fiambrería,99.0,display,ag,cerdo; jamon; sandwich; sandwich laminado,jamon cerdo,,,,,,,,,,,
1458202,PECHUGA DESHUESADA POLLO SUPER POLLO MARINADA DESHUESADA BANDEJA 1 K UNIDAD,Pollo ,99.0,bandeja,super pollo,,pechuga deshuesada pollo,,,,,,,,,,marinada,
1500517,ATUN CONSERVA EN ACEITE SATU DESMENUZADO TARRO 170 G UNIDAD,Conservas,99.0,tarro,satu,desmenuzado,atun conserva en aceite,,,,,,,170.0,,,,
1503844,JAMON CERDO RECETA DEL ABUELO ARTESANAL PIEZA 6K UNIDAD,Fiambrería,99.0,pieza,receta del abuelo,artesanal; cerdo; jamon,jamon cerdo,,,,,,,,,,,
1495482,MASA PIZZA  CASTAÑO CLASICA BOLSA 250 G UNIDAD,Masas Y Tortillas,99.0,bolsa,castaño,clasica,,1,,,,,,250.0,,,,
1465219,CORTE TAPABARRIGA CONGELADO  SIN MARINAR BOLSA 1K UNIDAD,Vacuno Congelado,99.0,bolsa,,,corte tapabarriga congelado,1,,,,,,,,,sin marinar,
1465236,CORTE TAPABARRIGA CONGELADO  MARINADO BOLSA 1K UNIDAD,Vacuno Congelado,99.0,bolsa,,,corte tapabarriga congelado,1,,,,,,,,,marinado,
1475748,ARVEJA CONGELADA MINUTO VERDE EXTRA FINAS BOLSA 400 G UNIDAD,Frutas Y Verduras Congeladas,99.0,bolsa,minuto verde,extra finas,arveja congelada,1,,,,,,400.0,,,,
1496708,MARISCO CONSERVA AL NATURAL ANGELMO MACHAS TARRO 190 G UNIDAD,Conservas,99.0,tarro,angelmo,machas,marisco conserva al natural,,,,,,,190.0,,,,
1496628,MARISCO CONSERVA AL NATURAL ANGELMO ALMEJAS TARRO 425 G UNIDAD,Conservas,99.0,tarro,angelmo,almejas,marisco conserva al natural,,,,,,,425.0,,,,
1496618,MARISCO CONSERVA AL NATURAL ANGELMO ALMEJAS TARRO 190 G UNIDAD,Conservas,99.0,tarro,angelmo,almejas,marisco conserva al natural,,,,,,,190.0,,,,
1444309,NIDOS TALLIANI FETUCCINI BOLSA 400 G UNIDAD,Pastas,99.0,bolsa,talliani,fetuccini,nidos,1,,,,,,400.0,,,,
1445893,"BEBIDA ZERO SPRITE BOTELLA RETORNABLE 1,5 L  UNIDAD",Bebidas,99.0,botella; botella retornable,sprite,,bebida zero,,1.5,,,,zero,,,,,
1470942,PAVO ENTERO CONGELADO  PEQUEÑO MENOR A 3K BOLSA UNIDAD,Pavo Congelado,99.0,bolsa,,,pavo entero congelado,1,,,,,,,,,,
1485978,PAPA FRITA EVERCRISP LAYS CORTE AMERICANO BOLSA 420 G UNIDAD,Cóctel,99.0,bolsa,evercrisp,corte americano; lays corte americano,papa frita,1,,,,,,420.0,,,,
1486011,PAPA FRITA EVERCRISP MEDITERRANEAS JAMON SERRANO BOLSA 38 G UNIDAD,Cóctel,99.0,bolsa,evercrisp,mediterraneas jamon serrano,papa frita,1,,,,,,38.0,,,,
1449701,LASAÑA CAROZZI TRADICIONAL CAJA 400 G UNIDAD,Pastas,99.0,caja,carozzi,tradicional,lasaña,,,,,,,400.0,,,,
1470920,PAVO ENTERO CONGELADO  GRANDE MAYOR A 5K BOLSA UNIDAD,Pavo Congelado,99.0,bolsa,,grande mayor a,pavo entero congelado,1,,,,,,,,,,
1490412,ATUN CONSERVA EN ACEITE VAN CAMP´S PACK LOMITOS TARRO 140 G 4 UNIDADES,Conservas,99.0,tarro,van camp´s,lomitos; pack; pack lomitos,atun conserva en aceite,,,,4.0,,,140.0,,,,
1471960,PIE DE LIMON  15 PERSONAS UNIDAD,Repostería,99.0,,,,,,,,,,,,limon,,,
1506350,POUCH DE CARNE DE VACUNO COMERCIALIZADORA ANDINA CUBO 500 G UNIDAD,Pouches,99.0,,comercializadora andina,cubo,pouch de carne de vacuno,,,,,,,500.0,,,,
1506364,POUCH DE CARNE DE VACUNO COMERCIALIZADORA ANDINA CUBO 320 G UNIDAD,Pouches,99.0,,comercializadora andina,cubo,pouch de carne de vacuno,,,,,,,320.0,,,,
1458644,CHORIZO SOPRAVAL PAVO DISPLAY 350 G UNIDAD,Embutido ,99.0,display,sopraval,pavo,chorizo,,,,,,,350.0,,,,
1496649,MARISCO CONSERVA AL NATURAL ANGELMO CHOLGAS TARRO 190 G UNIDAD,Conservas,99.0,tarro,angelmo,cholgas,marisco conserva al natural,,,,,,,190.0,,,,
1476528,MARGARINA BONELLA CON SABOR A MANTEQUILLA POTE 500 G UNIDAD,Derivados De Lácteos,99.0,pote,bonella,con sabor a mantequilla,mantequilla; margarina,,,,,,,500.0,,,,
1476574,MARGARINA BONELLA CON YOGURT POTE 500 G UNIDAD,Derivados De Lácteos,99.0,pote,bonella,con yogurt,margarina,,,,,,,500.0,,,,
1476589,MARGARINA BONELLA POTE 500 G UNIDAD,Derivados De Lácteos,99.0,pote,bonella,,margarina,,,,,,,500.0,,,,
1501864,CORTE TAPAPECHO DAILY BEEF AL VACIO 1K UNIDAD,Vacuno ,99.0,,daily beef,,corte tapapecho,,,,,,,,,al vacio,,
1473169,POSTA ROSADA CERDO CONGELADA  SIN MARINAR BOLSA 1K UNIDAD,Cerdo Congelado,99.0,bolsa,,,posta rosada cerdo congelada,1,,,,,,,,,sin marinar,
1477535,VACUNO EN CUBO CONGELADO PROCARNE MARINADA 1X1CM BOLSA 500 G UNIDAD,Carnes Procesadas Congeladas,99.0,bolsa,procarne,,vacuno en cubo congelado,1,,,,,,500.0,,,marinada,
1462462,CHUCRUT  BOLSA 500 G UNIDAD,Encurtidos,99.0,bolsa,,,chucrut,1,,,,,,500.0,,,,
1504866,LEVADURA SAF-INSTANT SECA CAJA 4 SOBRES 10 G UNIDAD,Harinas Y Féculas,99.0,caja,saf-instant,seca,levadura,,,,,4.0,,10.0,,,,
1439997,LECHE EN POLVO SEMIDESCREMADA SIN LACTOSA NIDO INSTANTANEA TARRO 1440 G UNIDAD,Leche en polvo,99.0,tarro,nido,instantanea,leche en polvo semidescremada; leche en polvo semidescremada sin lactosa,,,,,,,1440.0,,,,
1510170,"OSOBUCO PAVO ARIZTIA MARINADO CAJA 10,46K APROX. UNIDAD",Pavo,99.0,caja,ariztia,,osobuco pavo,,,,,,,,,,marinado,
1458477,TRUTRO ENTERO POLLO SUPER POLLO DESHUESADO OREGANO BANDEJA1K UNIDAD,Pollo ,99.0,,super pollo,,trutro entero pollo,,,,,,,,,,,
1507112,QUESO TROZO LOS TILOS FUNDIDO AHUMADO ENVASE AL VACIO 250 G UNIDAD,Derivados De Lácteos,99.0,,los tilos,ahumado; fundido ahumado envase al vacio,queso trozo,,,,,,,250.0,,,,
1507261,QUESO TROZO LOS TILOS CAMEMBERT PREMIUM BOLSA 100 G UNIDAD,Derivados De Lácteos,99.0,bolsa,los tilos,camembert; camembert premium,queso trozo,1,,,,,,100.0,,,,
1455128,PRIMAVERA VERDURAS WINTER BOLSA 200 G UNIDAD,Frutas Y Verduras Congeladas,99.0,bolsa,winter,,primavera verduras,1,,,,,,200.0,,,,
1453176,AGUA SABORIZADA BENEDICTINO TOUCH LIMON BOTELLA 500 CC UNIDAD,Aguas,99.0,botella,benedictino,touch,agua saborizada,,0.5,,,,,,limon,,,
1508037,SURTIDO MARISCOS CONGELADO ROMERO NORMAL BOLSA 200 G UNIDAD,Pescados Y Mariscos Congelados,99.0,bolsa,romero,normal,surtido mariscos congelado,1,,,,,,200.0,,,,
1508074,SURTIDO MARISCOS CONGELADO ROMERO BOLSA 500 G UNIDAD,Pescados Y Mariscos Congelados,99.0,bolsa,romero,,surtido mariscos congelado,1,,,,,,500.0,,,,
1498264,"JAMON CERDO TIL PIEZA 3,2K UNIDAD",Fiambrería,99.0,pieza,til,cerdo; jamon,jamon cerdo,,,,,,,,,,,
1457772,YOGURT LIGHT COLUN TRANSITO FRUTOS ARANDANO LINAZA BOLSA 900 G UNIDAD,Yogurt,99.0,bolsa,colun,frutos; transito frutos,yogurt light,1,,,,,light,900.0,arandano,,,
1449733,LASAÑA CAROZZI PRECOCIDA BOLSA 200 G UNIDAD,Pastas,99.0,bolsa,carozzi,precocida,lasaña,1,,,,,,200.0,,,,
1495504,MASA PIZZA  CASTAÑO RETTANGOLO BOLSA 500 G UNIDAD,Masas Y Tortillas,99.0,bolsa,castaño,rettangolo,,1,,,,,,500.0,,,,
1495492,MASA PIZZA  CASTAÑO DISPLAY 460 G UNIDAD,Masas Y Tortillas,99.0,display,castaño,,,,,,,,,460.0,,,,
